event_id,label,scenario,time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
SIM-0075,0,pothole,8020,0.002579,0.066379,0.995370,5.543897,-0.148219,0.291506
SIM-0075,0,pothole,8030,0.002501,0.019739,1.035341,3.613823,0.684644,-2.422640
SIM-0075,0,pothole,8040,0.001531,0.042302,0.980312,4.435032,1.935969,0.735494
SIM-0075,0,pothole,8050,-0.022566,0.048078,1.059474,4.382012,0.557009,-0.338873
SIM-0075,0,pothole,8060,0.022930,0.007325,0.980538,4.978933,2.006503,0.766600
SIM-0075,0,pothole,8070,0.036563,0.030746,0.989654,6.395898,1.648099,-0.981147
SIM-0075,0,pothole,8080,-0.022324,0.024291,0.987241,5.788707,2.579710,-2.891710
SIM-0075,0,pothole,8090,0.023399,0.038671,0.914427,4.638629,1.600262,0.273373
SIM-0075,0,pothole,8100,-0.009742,0.027029,0.964888,4.797602,2.279236,-1.850603
SIM-0075,0,pothole,8110,-0.006303,0.027993,0.954525,6.375446,4.030714,-2.575988
SIM-0075,0,pothole,8120,-0.021803,0.057509,1.017871,3.756935,1.013362,-4.077381
SIM-0075,0,pothole,8130,-0.024029,0.033503,1.005959,3.715067,3.051158,-0.317941
SIM-0075,0,pothole,8140,0.012700,0.067798,1.037919,6.628435,3.964010,-1.802760
SIM-0075,0,pothole,8150,-0.023540,0.040046,1.010279,5.540970,2.440160,-1.343048
SIM-0075,0,pothole,8160,-0.005846,0.043959,1.040298,5.852595,3.341456,-1.516457
SIM-0075,0,pothole,8170,0.039982,0.046499,1.039403,4.367259,3.210747,-0.918911
SIM-0075,0,pothole,8180,0.035343,0.050418,1.015015,2.625634,0.855309,-3.024231
SIM-0075,0,pothole,8190,-0.009910,0.026052,1.000914,5.864033,3.503370,-2.191038
SIM-0075,0,pothole,8200,-0.000377,0.021533,0.970120,3.856895,1.135750,-1.573162
SIM-0075,0,pothole,8210,0.005283,0.003634,0.962400,2.813713,2.926060,-3.132516
SIM-0075,0,pothole,8220,-0.017096,0.052958,0.958964,0.519505,3.131458,-3.119149
SIM-0075,0,pothole,8230,0.025016,0.013251,0.971908,5.139897,2.304863,-0.893681
SIM-0075,0,pothole,8240,-0.013124,0.040094,1.038298,4.495466,5.659287,-1.374479
SIM-0075,0,pothole,8250,0.011523,0.040649,0.985569,6.591863,0.151795,-1.829314
SIM-0075,0,pothole,8260,0.006912,0.028819,1.026491,4.034005,-0.625639,-1.648742
SIM-0075,0,pothole,8270,0.015781,0.080483,1.038020,5.332766,2.886763,-2.770109
SIM-0075,0,pothole,8280,0.000943,0.051597,1.029197,4.990244,4.217868,-0.317916
SIM-0075,0,pothole,8290,0.021806,0.049521,1.036809,1.469051,0.875152,1.781165
SIM-0075,0,pothole,8300,0.043270,0.023224,1.016955,1.935417,3.033283,-1.443623
SIM-0075,0,pothole,8310,0.006683,0.070775,0.995059,6.766028,2.814020,-1.575268
SIM-0075,0,pothole,8320,0.041628,0.038340,1.016281,3.541218,1.801390,-1.946983
SIM-0075,0,pothole,8330,0.044005,0.040191,0.966442,0.492337,1.644584,-2.792809
SIM-0075,0,pothole,8340,0.034784,0.029841,0.959820,5.497706,2.685975,-2.027234
SIM-0075,0,pothole,8350,0.009006,0.006870,1.001353,2.005863,2.954429,-1.709521
SIM-0075,0,pothole,8360,0.016089,0.039023,1.015844,1.650273,1.176424,-4.141936
SIM-0075,0,pothole,8370,0.036432,0.042670,0.954704,3.611570,2.438071,-1.785271
SIM-0075,0,pothole,8380,0.021194,0.005531,1.015442,2.568991,3.483709,-4.293166
SIM-0075,0,pothole,8390,0.029045,0.102022,0.981953,3.151517,3.264215,-2.690597
SIM-0075,0,pothole,8400,0.018011,0.079610,1.052449,2.142097,2.435688,-2.139620
SIM-0075,0,pothole,8410,0.041016,0.044065,1.062869,3.793871,3.492706,-2.371630
SIM-0075,0,pothole,8420,0.007265,0.055936,1.043229,0.297214,1.876300,-0.671858
SIM-0075,0,pothole,8430,-0.007239,0.071235,0.989188,1.957520,3.238143,1.927947
SIM-0075,0,pothole,8440,0.014173,0.046655,1.008350,3.468077,1.324348,-2.558210
SIM-0075,0,pothole,8450,0.036070,0.074927,0.970190,1.513579,3.687539,-3.091631
SIM-0075,0,pothole,8460,0.032594,0.062176,0.943512,2.966519,0.309673,-0.739309
SIM-0075,0,pothole,8470,0.002088,0.066663,0.970710,3.911691,1.658589,-0.114613
SIM-0075,0,pothole,8480,0.046762,0.039299,0.958032,0.260155,0.586076,-1.908112
SIM-0075,0,pothole,8490,0.029126,0.047372,0.988169,2.349486,2.777976,-3.113365
SIM-0075,0,pothole,8500,0.030609,0.060390,1.029095,1.522011,5.452342,-2.293446
SIM-0075,0,pothole,8510,0.035747,0.067452,1.003882,2.255329,1.971428,-1.713486
SIM-0075,0,pothole,8520,0.014130,0.029345,1.021364,3.371466,3.274522,-0.513314
SIM-0075,0,pothole,8530,0.017341,0.106988,1.049828,-1.507853,2.796622,-4.478217
SIM-0075,0,pothole,8540,0.020777,0.072277,1.066713,2.083065,3.322518,-3.504120
SIM-0075,0,pothole,8550,0.065184,0.080912,1.032675,-1.479923,3.561683,0.157429
SIM-0075,0,pothole,8560,0.025613,0.087533,1.029758,-1.600931,1.853727,-1.774449
SIM-0075,0,pothole,8570,-0.005198,0.058971,1.005669,-2.302219,2.353180,-4.148214
SIM-0075,0,pothole,8580,0.070884,0.058033,0.945130,-2.779571,3.997834,-0.188185
SIM-0075,0,pothole,8590,0.031916,0.059906,0.969471,-0.803635,3.662509,-1.429627
SIM-0075,0,pothole,8600,0.032292,0.062803,0.954581,0.087207,5.554370,-2.274557
SIM-0075,0,pothole,8610,0.045782,0.100370,0.977972,1.075457,3.479700,-1.880695
SIM-0075,0,pothole,8620,0.042146,0.031913,0.982847,1.108327,0.540623,-3.684799
SIM-0075,0,pothole,8630,0.010658,0.067663,1.010285,-0.959033,0.532179,-0.883280
SIM-0075,0,pothole,8640,0.007596,0.058526,1.029926,-2.777915,4.241659,-1.373863
SIM-0075,0,pothole,8650,-0.015873,0.049716,0.996615,-1.058749,1.290070,-0.631137
SIM-0075,0,pothole,8660,0.023184,0.059885,1.009986,-3.859463,1.285007,0.204314
SIM-0075,0,pothole,8670,0.036626,0.074419,0.996701,-0.272220,3.338582,0.745808
SIM-0075,0,pothole,8680,0.000132,0.039038,1.013079,-0.949205,2.629070,-0.371032
SIM-0075,0,pothole,8690,-0.003395,0.066032,0.980949,-1.021370,5.199397,0.303236
SIM-0075,0,pothole,8700,-0.003969,0.048986,0.969808,-0.656834,-0.004370,-2.802371
SIM-0075,0,pothole,8710,-0.023359,0.081510,0.995043,-0.627673,2.152350,-2.009344
SIM-0075,0,pothole,8720,0.013584,0.089703,0.969008,-0.395816,3.194071,-0.649133
SIM-0075,0,pothole,8730,0.000042,0.060224,0.991203,-2.114454,4.160482,-0.021375
SIM-0075,0,pothole,8740,-0.010897,0.041750,1.018687,-1.315612,4.325593,-4.183807
SIM-0075,0,pothole,8750,0.008124,0.038750,1.041867,-4.774279,1.847234,-1.457942
SIM-0075,0,pothole,8760,-0.035747,0.055172,1.011260,-3.696516,3.036261,-0.944298
SIM-0075,0,pothole,8770,0.042180,0.051400,1.049399,-3.022504,2.533265,-1.467147
SIM-0075,0,pothole,8780,0.005042,0.032978,1.042669,-4.919950,1.802255,-4.473808
SIM-0075,0,pothole,8790,0.024001,0.028896,1.000349,-2.353213,0.923224,0.692042
SIM-0075,0,pothole,8800,0.007600,0.060064,0.999207,-4.241989,2.901062,-2.744709
SIM-0075,0,pothole,8810,0.022826,0.028813,1.004622,-2.455341,2.965867,-2.735531
SIM-0075,0,pothole,8820,-0.020609,0.038153,0.963732,-4.291830,2.114168,-0.654189
SIM-0075,0,pothole,8830,-0.010988,0.047347,0.968645,-3.230222,-0.434678,-0.420322
SIM-0075,0,pothole,8840,-0.030253,0.050132,1.018236,-3.089535,4.222065,-2.035452
SIM-0075,0,pothole,8850,-0.010415,0.016664,0.951883,-6.407973,4.230146,-3.483348
SIM-0075,0,pothole,8860,0.000634,0.041648,0.994814,-6.745010,1.563709,-0.215538
SIM-0075,0,pothole,8870,-0.051127,0.039034,1.011781,-3.181162,2.137348,-4.066923
SIM-0075,0,pothole,8880,0.001194,0.042275,1.006468,-3.369981,-0.355515,-1.948908
SIM-0075,0,pothole,8890,-0.031005,0.043365,1.013072,-6.878650,-1.728158,-2.355244
SIM-0075,0,pothole,8900,-0.011257,-0.024496,1.016016,-4.122651,-1.221063,1.607224
SIM-0075,0,pothole,8910,-0.010900,0.047553,1.050399,-3.781250,1.151840,0.668603
SIM-0075,0,pothole,8920,-0.037813,0.039138,1.017983,-3.531818,4.428652,-0.512635
SIM-0075,0,pothole,8930,0.012354,0.071820,0.982481,-2.597507,4.395059,1.138749
SIM-0075,0,pothole,8940,-0.044698,0.064214,0.991684,-4.720759,3.184091,-0.993107
SIM-0075,0,pothole,8950,-0.032926,0.084065,0.958556,-5.102209,2.861098,-0.118874
SIM-0075,0,pothole,8960,-0.015066,0.051364,0.985769,-8.018609,2.403064,-2.171491
SIM-0075,0,pothole,8970,-0.031991,0.022407,0.969178,-7.014886,3.874873,-2.622164
SIM-0075,0,pothole,8980,-0.005020,0.025775,1.008110,-7.147256,4.087986,-3.242673
SIM-0075,0,pothole,8990,-0.076959,0.029058,0.970199,-2.514112,5.565309,-1.740075
SIM-0075,0,pothole,9000,-0.033455,0.059064,0.990897,-8.244433,4.451477,-0.004695
SIM-0075,0,pothole,9010,-0.014378,0.031848,1.029779,-6.605045,2.583449,2.321177
SIM-0075,0,pothole,9020,-0.063719,0.053506,0.988958,-6.208726,1.307298,2.489318
SIM-0075,0,pothole,9030,-0.030023,0.042503,1.018791,-7.719774,3.252739,-0.507381
SIM-0075,0,pothole,9040,-0.047968,0.003973,1.038265,-4.344757,2.391572,-1.601921
SIM-0075,0,pothole,9050,-0.086251,0.030151,1.005803,-4.868025,-0.760302,-1.233107
SIM-0075,0,pothole,9060,-0.005740,0.016206,1.008725,-7.088414,-1.392125,-2.620862
SIM-0075,0,pothole,9070,0.010012,0.044668,0.943552,-5.936276,3.530279,-0.036039
SIM-0075,0,pothole,9080,-0.018582,0.001512,0.932705,-6.109828,4.398447,1.439672
SIM-0075,0,pothole,9090,-0.058180,-0.001492,1.001274,-5.703938,4.003390,-0.615223
SIM-0075,0,pothole,9100,-0.028706,0.001405,0.995150,-4.867878,2.653341,-0.478453
SIM-0075,0,pothole,9110,-0.026001,0.028787,1.011001,-6.507221,2.743478,-0.775077
SIM-0075,0,pothole,9120,-0.046731,0.034982,0.965041,-8.627492,1.088036,-1.169637
SIM-0075,0,pothole,9130,-0.057250,0.015271,1.022698,-7.304801,2.444819,-3.501226
SIM-0075,0,pothole,9140,-0.010336,0.030244,1.035839,-3.905046,0.720543,1.676114
SIM-0075,0,pothole,9150,-0.029319,-0.001213,1.047932,-6.664243,0.590481,-1.272435
SIM-0075,0,pothole,9160,-0.045748,-0.003026,1.026218,-6.883363,4.716164,-1.288936
SIM-0075,0,pothole,9170,-0.020551,-0.018520,1.054085,-8.143895,1.899307,-0.663367
SIM-0075,0,pothole,9180,-0.012310,0.040457,0.971676,-6.792780,1.248777,-1.943699
SIM-0075,0,pothole,9190,-0.017223,-0.000335,0.974660,-6.795101,-0.564158,-0.764202
SIM-0075,0,pothole,9200,-0.001058,0.012637,0.994225,-6.754884,2.457973,0.380815
SIM-0075,0,pothole,9210,0.023094,0.015285,0.973210,-6.416475,2.405011,-0.527718
SIM-0075,0,pothole,9220,-0.034540,0.037022,1.018007,-4.720966,1.314921,0.062924
SIM-0075,0,pothole,9230,-0.006461,0.014415,0.977075,-4.973921,2.265292,-1.271665
SIM-0075,0,pothole,9240,-0.012684,0.008111,0.948670,-6.378615,5.003222,2.136827
SIM-0075,0,pothole,9250,0.002149,0.037477,1.037598,-6.803437,1.518008,-0.432731
SIM-0075,0,pothole,9260,0.014889,0.016848,0.995273,-7.388010,2.768101,0.560929
SIM-0075,0,pothole,9270,0.030538,0.012256,1.035175,-3.837514,0.898311,1.543942
SIM-0075,0,pothole,9280,0.012319,0.020896,1.024964,-6.638817,1.491796,-1.582140
SIM-0075,0,pothole,9290,0.011974,0.001002,1.020378,-6.631772,1.169269,2.801840
SIM-0075,0,pothole,9300,-0.003695,0.016588,1.017235,-6.143101,1.880632,-0.340076
SIM-0075,0,pothole,9310,0.017763,0.008463,0.987016,-5.920941,2.900068,-1.609296
SIM-0075,0,pothole,9320,0.010174,-0.020159,0.989822,-8.376425,2.216772,-0.014767
SIM-0075,0,pothole,9330,-0.016178,0.018545,0.964849,-6.908328,1.838303,-1.635473
SIM-0075,0,pothole,9340,0.022230,-0.028030,0.966658,-5.603174,1.662498,2.498016
SIM-0075,0,pothole,9350,0.015026,0.016030,0.999744,-5.823206,2.413978,0.501483
SIM-0075,0,pothole,9360,-0.011473,-0.029890,0.962125,-10.803699,0.269641,-0.164526
SIM-0075,0,pothole,9370,0.022411,0.001451,0.982009,-6.710285,-2.016021,1.860991
SIM-0075,0,pothole,9380,0.015139,0.031096,1.004720,-7.185802,1.301327,0.090515
SIM-0075,0,pothole,9390,0.027611,-0.044555,0.988363,-6.199426,1.181790,-1.195473
SIM-0075,0,pothole,9400,-0.008173,-0.003383,1.052073,-7.582524,1.506931,0.824058
SIM-0075,0,pothole,9410,0.004324,0.027243,1.050606,-8.008430,2.678903,1.427586
SIM-0075,0,pothole,9420,-0.025713,-0.007086,1.032710,-7.903543,1.013424,2.575012
SIM-0075,0,pothole,9430,-0.055087,0.007717,1.055663,-6.225749,1.398813,-0.288180
SIM-0075,0,pothole,9440,0.013539,0.012292,1.025511,-3.782832,3.015666,1.051394
SIM-0075,0,pothole,9450,-0.005420,-0.025145,0.970920,-6.586989,1.308626,2.401187
SIM-0075,0,pothole,9460,0.003092,-0.007930,0.973677,-3.895413,0.580558,2.030140
SIM-0075,0,pothole,9470,-0.015307,-0.012220,0.975203,-5.656240,0.286551,-0.274716
SIM-0075,0,pothole,9480,-0.007686,0.009432,0.980525,-6.508904,1.827703,-0.385523
SIM-0075,0,pothole,9490,-0.008416,-0.012933,1.005843,-10.075166,2.260246,0.338035
SIM-0075,0,pothole,9500,-0.013717,0.007778,0.997483,-6.828414,0.168136,-2.508012
SIM-0075,0,pothole,9510,-0.030042,0.037409,1.030358,-5.877792,3.230828,2.819281
SIM-0075,0,pothole,9520,0.023745,-0.028549,1.091269,-5.011542,-0.858424,2.795833
SIM-0075,0,pothole,9530,0.017423,-0.015796,1.014892,-7.868400,0.737882,2.166465
SIM-0075,0,pothole,9540,-0.027090,-0.021977,1.017394,-6.384393,2.433215,3.196750
SIM-0075,0,pothole,9550,0.002081,-0.002524,1.027871,-6.417576,2.013684,2.858538
SIM-0075,0,pothole,9560,-0.016127,0.023838,1.022087,-4.014103,-2.368547,-0.641506
SIM-0075,0,pothole,9570,-0.014643,-0.052893,0.990726,-6.535873,0.003070,1.699518
SIM-0075,0,pothole,9580,-0.019036,0.020611,0.941709,-7.954222,3.071700,0.724002
SIM-0075,0,pothole,9590,-0.044480,-0.040380,0.961057,-6.963193,1.142266,3.697137
SIM-0075,0,pothole,9600,-0.062848,-0.032099,0.923229,-3.294407,2.687321,0.336195
SIM-0075,0,pothole,9610,-0.015161,-0.041634,0.991160,-1.811601,2.880582,2.492304
SIM-0075,0,pothole,9620,-0.012467,-0.000060,0.966623,-6.077791,1.969184,2.581847
SIM-0075,0,pothole,9630,-0.035141,-0.021269,1.026966,-6.008299,-1.065454,0.669553
SIM-0075,0,pothole,9640,-0.052936,-0.006376,1.009322,-6.469800,0.646053,0.658736
SIM-0075,0,pothole,9650,-0.022786,-0.019255,1.041510,-3.263923,1.273371,3.862545
SIM-0075,0,pothole,9660,-0.042747,-0.039542,1.013591,-5.059105,2.802912,-0.069586
SIM-0075,0,pothole,9670,0.002844,-0.004741,1.064136,-4.247350,2.070919,1.923203
SIM-0075,0,pothole,9680,-0.049466,-0.000664,0.978222,-7.725192,1.800161,0.179332
SIM-0075,0,pothole,9690,-0.010128,-0.022263,0.966423,-3.333624,3.084323,2.547025
SIM-0075,0,pothole,9700,-0.045259,-0.035040,0.986837,-4.725296,1.146999,1.125675
SIM-0075,0,pothole,9710,-0.081121,-0.023238,0.978333,-3.290724,0.536165,2.357516
SIM-0075,0,pothole,9720,-0.051079,-0.040306,0.997536,-5.347206,0.251018,1.990789
SIM-0075,0,pothole,9730,-0.075884,-0.048782,0.960982,-1.258766,1.760726,3.211159
SIM-0075,0,pothole,9740,-0.064619,-0.059188,0.969916,-4.054638,2.717506,0.746090
SIM-0075,0,pothole,9750,-0.069347,-0.037460,0.999002,-3.704458,1.470552,2.471319
SIM-0075,0,pothole,9760,-0.036076,-0.039989,1.004400,-3.681738,-0.106008,2.638445
SIM-0075,0,pothole,9770,-0.058256,-0.081843,1.041687,-3.634315,2.659551,2.201229
SIM-0075,0,pothole,9780,-0.031477,-0.037468,1.007324,-1.948802,0.238473,1.374286
SIM-0075,0,pothole,9790,-0.048490,-0.026983,1.072702,-1.688894,1.451375,4.562121
SIM-0075,0,pothole,9800,-0.086358,-0.011696,1.020585,-5.692803,-0.190134,1.309723
SIM-0075,0,pothole,9810,-0.031935,-0.031487,1.035273,-1.591893,3.293967,3.315977
SIM-0075,0,pothole,9820,-0.034691,-0.078193,0.975289,-3.737321,2.181249,2.640561
SIM-0075,0,pothole,9830,-0.097753,-0.003081,0.983209,-4.493236,1.763975,2.188498
SIM-0075,0,pothole,9840,-0.033247,-0.029304,0.959838,-0.470472,-0.860105,0.292623
SIM-0075,0,pothole,9850,-0.050221,-0.060889,1.000204,-4.244771,1.015854,4.172445
SIM-0075,0,pothole,9860,-0.042290,-0.048938,0.963246,-0.929639,-0.419234,3.974651
SIM-0075,0,pothole,9870,-0.056261,-0.032927,0.979586,-1.815644,0.726072,1.159147
SIM-0075,0,pothole,9880,-0.032223,-0.018544,1.013545,-4.031079,1.233013,1.764863
SIM-0075,0,pothole,9890,-0.022344,-0.023030,1.018603,-0.190258,0.007066,3.594879
SIM-0075,0,pothole,9900,-0.065817,-0.032834,1.038776,-4.445639,-0.783569,0.697772
SIM-0075,0,pothole,9910,-0.032061,-0.034600,1.026099,-1.915122,-2.480262,4.056350
SIM-0075,0,pothole,9920,-0.049046,-0.026296,1.038499,-6.403988,-0.104183,3.771816
SIM-0075,0,pothole,9930,-0.074049,-0.038926,1.017753,-0.013801,1.019025,2.955825
SIM-0075,0,pothole,9940,-0.034737,-0.053026,1.009731,-2.232752,-1.459657,2.757693
SIM-0075,0,pothole,9950,0.010442,0.027973,0.975290,-4.362160,1.605905,0.888326
SIM-0075,0,pothole,9960,-0.044432,-0.013700,0.947774,-1.131934,0.183594,4.443135
SIM-0075,0,pothole,9970,-0.012678,-0.048196,0.985004,-0.337545,2.028672,1.679430
SIM-0075,0,pothole,9980,-0.027391,-0.008332,0.978230,-0.409146,-0.172634,2.368667
SIM-0075,0,pothole,9990,0.008323,-0.057686,0.992718,2.081737,-1.055045,1.450794
SIM-0375,0,parked_tipover,0,-0.015129,-0.008596,1.029159,-1.052823,1.241659,-0.560720
SIM-0375,0,parked_tipover,10,0.008990,-0.009161,1.040845,-1.650963,0.250264,1.846884
SIM-0375,0,parked_tipover,20,0.000846,0.023972,0.983678,0.389863,0.931113,0.857657
SIM-0375,0,parked_tipover,30,0.026259,-0.024635,1.016852,-1.367198,0.463753,-1.580854
SIM-0375,0,parked_tipover,40,-0.005741,0.002678,1.001179,-3.430966,-2.931185,-0.138017
SIM-0375,0,parked_tipover,50,-0.007405,-0.002644,1.021400,-1.620030,-1.134449,1.889779
SIM-0375,0,parked_tipover,60,-0.056983,-0.011337,1.026845,-0.451304,-1.407588,0.502646
SIM-0375,0,parked_tipover,70,-0.011959,-0.008106,1.014194,-0.943035,0.452867,-0.374023
SIM-0375,0,parked_tipover,80,-0.015296,0.004461,0.977076,-2.693503,-1.440044,-0.151856
SIM-0375,0,parked_tipover,90,-0.012538,0.004632,0.973086,-0.021419,-0.056582,1.731343
SIM-0375,0,parked_tipover,100,0.026668,-0.006140,0.983790,-0.569805,0.096169,-2.678090
SIM-0375,0,parked_tipover,110,0.006584,-0.009087,1.023747,2.368229,-2.146995,0.328162
SIM-0375,0,parked_tipover,120,0.008901,-0.031283,1.030989,0.477417,-1.283804,-1.665016
SIM-0375,0,parked_tipover,130,0.001223,-0.005064,0.992220,-4.788180,-0.444195,-2.451601
SIM-0375,0,parked_tipover,140,-0.047302,-0.010225,1.012750,-0.277204,-0.024819,-1.080552
SIM-0375,0,parked_tipover,150,0.050768,-0.006163,0.997220,-0.278155,-2.415955,-1.185699
SIM-0375,0,parked_tipover,160,0.007055,-0.036682,0.988200,-1.399444,-0.289034,1.434249
SIM-0375,0,parked_tipover,170,-0.012134,-0.057100,0.982929,-0.738351,-1.165057,1.718237
SIM-0375,0,parked_tipover,180,-0.023681,0.002230,1.000103,-2.627739,-0.727714,-2.039806
SIM-0375,0,parked_tipover,190,0.011515,0.023480,1.016589,-0.238835,0.320492,0.179738
SIM-0375,0,parked_tipover,200,-0.033249,-0.038620,1.022314,-1.137365,0.541018,-0.475288
SIM-0375,0,parked_tipover,210,0.001974,0.037632,1.043351,-1.076080,0.516960,-2.425217
SIM-0375,0,parked_tipover,220,0.002847,-0.024921,1.032563,-0.640018,0.639098,-0.304255
SIM-0375,0,parked_tipover,230,-0.028120,-0.001178,1.033380,-2.288726,-1.411598,-1.119157
SIM-0375,0,parked_tipover,240,-0.064939,-0.056247,1.031113,-1.155745,-1.621544,-0.262535
SIM-0375,0,parked_tipover,250,0.012000,0.030099,1.048331,-2.745937,0.798235,0.316030
SIM-0375,0,parked_tipover,260,-0.006081,-0.030419,1.012389,-1.044123,-1.675649,-0.098875
SIM-0375,0,parked_tipover,270,0.003416,-0.027245,1.000457,1.232971,-0.734224,-2.485314
SIM-0375,0,parked_tipover,280,0.029002,-0.022466,1.005316,-0.414773,-1.542067,0.098943
SIM-0375,0,parked_tipover,290,0.010187,-0.032329,1.006095,-0.960047,0.443430,-1.244425
SIM-0375,0,parked_tipover,300,-0.050048,-0.005219,0.980282,0.572504,1.564399,-3.502694
SIM-0375,0,parked_tipover,310,0.023799,-0.016280,1.033401,0.329170,-0.134806,-0.865025
SIM-0375,0,parked_tipover,320,-0.008922,0.025056,1.038652,1.240574,0.314626,2.896181
SIM-0375,0,parked_tipover,330,-0.018828,-0.000701,1.022029,-0.681312,0.184540,0.425232
SIM-0375,0,parked_tipover,340,-0.017422,-0.020170,1.005961,-3.007535,-2.640868,-0.302965
SIM-0375,0,parked_tipover,350,0.001664,0.007810,1.009728,-0.813725,-1.425092,2.752821
SIM-0375,0,parked_tipover,360,0.034242,-0.023750,1.027053,-2.750815,-2.755866,0.965655
SIM-0375,0,parked_tipover,370,-0.001577,-0.024253,0.999005,-0.096918,-2.848728,1.239971
SIM-0375,0,parked_tipover,380,0.012178,0.026797,1.008901,-2.701693,0.852072,0.983670
SIM-0375,0,parked_tipover,390,-0.010192,0.016145,0.963364,-1.834385,0.594299,-0.641669
SIM-0375,0,parked_tipover,400,0.011326,-0.011134,1.032253,-1.656698,0.475714,-1.107992
SIM-0375,0,parked_tipover,410,0.007212,0.035603,1.017093,-1.346221,0.653616,1.566117
SIM-0375,0,parked_tipover,420,-0.004475,-0.045559,1.030069,-1.262970,-0.002538,-1.316534
SIM-0375,0,parked_tipover,430,-0.034279,-0.037357,1.006742,0.251313,1.082227,3.487213
SIM-0375,0,parked_tipover,440,0.024485,-0.003100,1.006387,2.416312,-0.215304,-1.973625
SIM-0375,0,parked_tipover,450,0.015085,-0.041961,1.019441,-1.350651,-2.447060,-0.356544
SIM-0375,0,parked_tipover,460,-0.000335,-0.038173,0.980658,0.602374,-2.048143,0.980051
SIM-0375,0,parked_tipover,470,-0.006307,-0.025918,0.983662,-0.011280,-2.365001,2.796609
SIM-0375,0,parked_tipover,480,0.035427,-0.008909,1.023346,-0.157844,0.008665,-2.946005
SIM-0375,0,parked_tipover,490,0.011014,0.037817,0.992774,-2.379145,0.317067,0.116897
SIM-0375,0,parked_tipover,500,-0.033201,-0.030006,0.968943,-1.611211,-2.048787,-0.587608
SIM-0375,0,parked_tipover,510,0.018049,-0.056924,1.016010,-1.576423,-0.590910,0.080509
SIM-0375,0,parked_tipover,520,-0.018553,-0.028490,0.990050,-2.909323,1.613155,0.583384
SIM-0375,0,parked_tipover,530,-0.019270,0.010396,0.987893,-0.623176,-0.525801,0.996857
SIM-0375,0,parked_tipover,540,0.012702,-0.048413,1.003945,-1.224655,1.218551,-0.415849
SIM-0375,0,parked_tipover,550,0.024377,0.020592,1.021626,-0.638009,1.369696,0.185096
SIM-0375,0,parked_tipover,560,-0.040303,-0.029727,1.012114,1.176218,-0.488796,-2.300684
SIM-0375,0,parked_tipover,570,0.030294,-0.005657,1.050337,-1.102158,0.200444,-1.519321
SIM-0375,0,parked_tipover,580,-0.025974,-0.009305,1.023127,-3.976285,-0.953917,-1.296980
SIM-0375,0,parked_tipover,590,0.009210,0.015743,0.997481,-0.180462,0.497216,0.181149
SIM-0375,0,parked_tipover,600,-0.020331,0.001127,1.036909,-0.799696,0.358811,-3.279004
SIM-0375,0,parked_tipover,610,-0.020233,-0.049576,0.991214,-2.052075,1.169612,-1.094889
SIM-0375,0,parked_tipover,620,-0.018938,-0.010757,1.029917,-0.324546,-1.694784,1.814863
SIM-0375,0,parked_tipover,630,-0.004374,-0.005577,0.987375,0.047441,-0.034374,-0.720438
SIM-0375,0,parked_tipover,640,-0.048259,0.006556,1.016061,-0.315029,0.371783,-1.518042
SIM-0375,0,parked_tipover,650,-0.010667,-0.026431,0.983529,-0.689301,0.747371,-2.712746
SIM-0375,0,parked_tipover,660,-0.021026,0.031192,1.005801,-0.187874,-2.402687,-0.563142
SIM-0375,0,parked_tipover,670,-0.044191,-0.018997,0.987630,-0.869904,-1.913273,-1.654963
SIM-0375,0,parked_tipover,680,-0.018022,-0.031595,0.995507,-1.601331,-0.925486,-0.378294
SIM-0375,0,parked_tipover,690,0.063852,-0.020554,1.023136,1.956721,0.794114,2.015505
SIM-0375,0,parked_tipover,700,0.015720,0.008657,1.018033,-2.420005,0.318644,-0.522368
SIM-0375,0,parked_tipover,710,0.018313,-0.026256,1.057349,-2.312547,1.258659,-0.871929
SIM-0375,0,parked_tipover,720,0.003652,-0.021460,0.998586,-2.909472,-0.526861,4.260241
SIM-0375,0,parked_tipover,730,0.016823,0.005416,0.997263,0.335443,0.390386,-1.407195
SIM-0375,0,parked_tipover,740,-0.011150,0.007682,1.015164,-0.647573,0.854849,-1.217413
SIM-0375,0,parked_tipover,750,0.030045,-0.019305,1.053472,-2.039529,3.391588,3.138051
SIM-0375,0,parked_tipover,760,0.005183,-0.020755,0.989415,0.524972,-0.033383,-0.228032
SIM-0375,0,parked_tipover,770,-0.029371,-0.040453,0.986618,-2.374294,1.994657,-0.461620
SIM-0375,0,parked_tipover,780,0.002264,-0.000539,0.981527,-2.655472,0.380590,0.124729
SIM-0375,0,parked_tipover,790,0.055538,0.002799,0.995546,0.416649,-1.317554,-0.085483
SIM-0375,0,parked_tipover,800,0.025987,-0.029052,0.974334,-0.228141,1.000523,0.248500
SIM-0375,0,parked_tipover,810,0.002008,-0.035131,0.969157,-0.721413,1.344560,-1.216491
SIM-0375,0,parked_tipover,820,0.019080,0.012497,0.968006,1.082922,-1.333301,-0.204255
SIM-0375,0,parked_tipover,830,0.005771,-0.029760,0.991358,-3.068453,-0.214040,-0.967999
SIM-0375,0,parked_tipover,840,-0.040790,-0.042633,0.996177,0.820597,-2.597435,-2.415783
